SMILES,SMILES_state,Input_SMILES,Tanimoto,NLL
COC(=O)Nc1ccc2c(c1)NC(=O)CC(C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc(Cl)c-2[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.8939393939393939,6.08
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,6.3
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@H](C)CCC[C@@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,6.31
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)(C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.835820895522388,6.44
COC(=O)Nc1ccc2c(c1)NC(=O)CC(C)CCCC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(C)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.9083969465648855,7.12
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(C)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.9083969465648855,7.25
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(C)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.9083969465648855,7.31
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCCC(C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,3.32
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,4.33
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,4.37
COC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.9007633587786259,4.88
COC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCCC(C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.9007633587786259,5.26
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2cccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8484848484848485,5.31
CCOC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8805970149253731,5.41
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,5.48
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,5.56
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCCC(C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,5.58
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCCCC(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8484848484848485,5.74
CCOC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCCC(C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8805970149253731,5.84
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,5.87
Cc1ccc(F)c(C2=CC(=O)N([C@H]3CCC[C@@H](C)C(=O)Nc4cc5[nH]c(C)c(C(=O)O)c5cc4-c4ccnc3c4)CC2)c1F,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.9069767441860465,5.9
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCCCC(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8484848484848485,5.92
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1.0,5.95
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)C(N1CCC(c2cccc(Cl)c2F)=CC1=O)CCCC(C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8484848484848485,5.95
Cc1[nH]c2cc3c(cc2c1C(N)=O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.921875,5.96
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(F)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.9069767441860465,5.96
COC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.9007633587786259,6.14
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)cccc2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.8625954198473282,6.17
CC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.921875,6.22
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)C(N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC(C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.944,6.32
CNC(=O)c1c(C)[nH]c2cc3c(cc12)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.9007633587786259,6.44
Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3C,1,Cc1[nH]c2cc3c(cc2c1C(=O)O)-c1ccnc(c1)[C@@H](N1CCC(c2c(F)ccc(Cl)c2F)=CC1=O)CCC[C@@H](C)C(=O)N3,0.837037037037037,7.01
CN1CCC2(CCN(c3cccc4c3CCN(C(=O)C=Cc3c(-n5cnnn5)ccc(Cl)c3F)C4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1.0,3.83
CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)C4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1.0,4.59
CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1.0,4.74
CN1CCC2(CCN(c3cccc4c3CCN(C(=O)C=Cc3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1.0,4.89
O=C(O)c1ccc(NC(=O)[C@H]2c3cccc(N4CCC5(CC4)CNC5=O)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8627450980392157,5.85
CN1CCC2(CCN(c3cccc4c3CCN(C(=O)C=Cc3c(-n5cnnn5)ccc(Cl)c3F)[C@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1.0,5.98
CN1CC2(CCN(c3cccc4c3CCN(C(=O)C=Cc3c(-n5cnnn5)ccc(Cl)c3F)C4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9261744966442953,6.37
CN1CC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9261744966442953,6.47
O=C(O)c1ccc(NC(=O)[C@H]2c3cccc(N4CCC5(CCNC5=O)CC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8701298701298701,6.49
O=C(O)c1ccc(NC(=O)[C@H]2c3cccc(N4CCC5(CC4)CNC5=O)c3CCN2C(=O)C=Cc2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8627450980392157,6.51
O=C(O)c1ccc(NC(=O)[C@H]2c3cccc(N4CCC5(CC4)CC5)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.847682119205298,6.62
O=C(O)c1ccc(NC(=O)[C@H]2c3cccc(N4CCC5(CC4)COC5)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8193548387096774,6.66
COC(=O)c1ccc(NC(=O)[C@H]2c3cccc(N4CCC5(CCN(C)C5=O)CC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9150326797385621,6.68
CN1CC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)C4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9261744966442953,6.7
O=C(O)c1ccc(NC(=O)C2c3cccc(N4CCC5(CC4)CNC5=O)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8627450980392157,6.81
CCN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9150326797385621,7.03
CN1CCN(c2cccc3c2CCN(C(=O)C=Cc2c(-n4cnnn4)ccc(Cl)c2F)C3C(=O)Nc2ccc(C(=O)O)cc2)CC1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8287671232876712,7.1
CN1CC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9261744966442953,7.14
CN1CCN(c2cccc3c2CCN(C(=O)/C=C/c2c(-n4cnnn4)ccc(Cl)c2F)[C@@H]3C(=O)Nc2ccc(C(=O)O)cc2)CC1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8287671232876712,7.23
CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1.0,7.26
COC(=O)c1ccc(NC(=O)C2c3cccc(N4CCC5(CCN(C)C5=O)CC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9150326797385621,7.43
CN1CCN(c2cccc3c2CCN(C(=O)C=Cc2c(-n4cnnn4)ccc(Cl)c2F)C3C(=O)Nc2ccc(C(=O)O)cc2)CC1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8169934640522876,7.49
CN1CC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)CC1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.8589743589743589,7.54
CC(=O)N1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9032258064516129,7.66
CC(=O)N1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)C4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,1,CN1CCC2(CCN(c3cccc4c3CCN(C(=O)/C=C/c3c(-n5cnnn5)ccc(Cl)c3F)[C@@H]4C(=O)Nc3ccc(C(=O)O)cc3)CC2)C1=O,0.9032258064516129,7.84
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCCC(NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,3.35
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,3.62
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCCC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,3.77
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,4.42
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,4.56
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,4.67
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc(Cl)c-2[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.8914728682170543,4.82
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCCC(NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc(Cl)c-2[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.8914728682170543,4.87
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,4.88
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,5.08
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,1.0,5.1
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc(Cl)c-2[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.8914728682170543,5.12
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCCC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc(Cl)c-2[nH]1,1,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,0.8914728682170543,5.29
